token_address,chain,token_name,total_holders,total_supply,total_circulating_supply,howmany_holders_exceeding_5_percent,total_top_10_balance,top10_percentage_of_total_supply,top10_percentage_of_circulating_supply,top_10_less_than_70_percent_of_total,top_10_less_than_70_percent_of_circulating
0x31582e4Dd4906f2eb71C0D7b141AA097FB715491,bsc,Zeronauts,200,100000000000000000,99104759206036232,1,82789394714273222,82.78939471427323,83.53725429286015,False,False
0x31B4c196D2Ec0a61748e14969D8249Ce18BCDC73,bsc,QuotinVault,61,1000000000000000000,1000000000000000001,2,996095112036306985,99.6095112036307,99.6095112036307,False,False
0x31bbC9992ABa29031444b16E88B040E01Cac7257,bsc,ITevolve,33,1000000000000000000000000000,999999999999999971380686054,1,999981792196765058263416832,99.9981792196765,99.9981792196765,False,False
0x31BddB77c6CdE5e4d6D4ea227ad04C8839012f8B,bsc,Citadel Prism,24,1000000000000000000000000000,1000000000000000000000000000,1,999993192815407713373833865,99.99931928154076,99.99931928154076,False,False
0x320631A50BD116Ba3C2ceE2Fa1374edB3C169CE2,bsc,Moongate,71,10000000000000000000000000,8790953484860911969093412,4,5840106887519653499712086,58.401068875196536,66.43314513695273,True,True
0x320a9f90fC60374C718DfD02E2b19E5ADCb5f957,bsc,Stylike,2,1000000000000000,980003665325021,1,960007330650042,96.0007330650042,97.95956531771265,False,False
0x3215DFA00579064F8c9F067c5dE2B753C4B31395,bsc,RANGA,70,1000000000000000000000000000,959580584549892213637745855,2,886004293978657072781546192,88.60042939786571,92.33245318258002,False,False
0x3217a0a23F3967dcd3867FCd43F55cb1a789A97C,bsc,KiLLZiLL,200,1000000000000000000000000000,786980149503885766396215296,2,545986956016084733613047808,54.59869560160847,69.37747494142975,True,True
0x321af008D082EDf7fb06112eF7FD0346d053AB5A,bsc,Delorian Net,11,100000000000000000000,100000000000000000000,1,99999999997733900766,99.99999999773391,99.99999999773391,False,False
0x321dBae65245615Da844b2edCB25334A72020C3e,bsc,Technology Pro,147,100000000000000000000,100000000000000000000,1,99999997394686679495,99.99999739468667,99.99999739468667,False,False
0x329920B99060cC3B6429bE5B1013F27e02A55C50,bsc,SAB COIN,39,10000000000000000000000000,9999999999999999967868015,3,9995899320149998562705408,99.9589932015,99.9589932015,False,False
0x32a4613Ca48782bCEaAb08fA4B5D91b55d6b9A63,bsc,World Chain,16,1000000000000000000,999999999999999994,2,999211280983827036,99.92112809838271,99.92112809838271,False,False
0x32AFf736F1E855f0ddE6872A3F072B85315Ff431,bsc,FlokiBro,200,1000000000000000000000000000,991703723208777808719380480,2,927348868111993217333854208,92.73488681119932,93.51067727278904,False,False
0x32f3145A98A61813Af1ab0631A6a81850cEB8CaD,bsc,AstroDonkey,200,500000000000000000000000000000,409786274780972508543864274944,1,307477073871617739055016443904,61.49541477432354,75.03352181230612,True,False
0x3312b9162f1917562ae422F6f6DE4e3Af16A803d,bsc,Maneten ,133,13000000000000000000000000,12999999999999999958991478,3,11461357674176120264589312,88.16428980135477,88.16428980135477,False,False
0x332D89C9361daB1cb0c31A59ecadd3F16F39bB55,bsc,Pafaidoxk,110,12000000000000000000000000,11999999999999999961794960,3,11178329557162473149169664,93.15274630968727,93.15274630968727,False,False
0x334f3da2c7B78ae04e97eCaAD2f79CfC72215A8a,bsc,Brain Sync,45,60000000000000000000000000,60000000000000000327485952,5,48964356972212551031980032,81.60726162035425,81.60726162035425,False,False
0x33890Ee8BE8749f935F1461deaC91ED3588fCfa8,bsc,RET COIN,26,8000000000000000000000000,8000000000000000000000000,3,7991381403840249581129818,99.89226754800312,99.89226754800312,False,False
0x33aaA757Aa67237f06FDE00465EEfADa30Ee97Bf,bsc,GRAPE JUICE BSC,36,900000000000000000000000000000000,813428907264960436933705649983682,2,707719461852731317214787975773679,78.63549576141459,87.00446413102503,False,False
0x33Cc984ea1994C8Fc088B6e79193DBa39d162806,bsc,Nerva,2,1000000000000000,1000000000000002,1,1000000000000004,100.0000000000004,100.0000000000002,False,False
0x33ffE255Ee0177E8e2d26800b54EF68392Fb3B92,bsc,dStark,108,100000000000000000000,100000000000000000000,1,99999998528255709025,99.9999985282557,99.9999985282557,False,False
0x341Dd41721880f9ade50Be9BE75235C921918AD7,bsc,VERSO,55,1000000000000,999225136188,1,987437208582,98.7437208582,98.82029312723553,False,False
0x344Aa6fD9b9175e21e466615182503090634C88d,bsc,DiamondVault,32,1000000000000000000000,999890097468249453449,2,998903654461795012032,99.8903654461795,99.90134485690456,False,False
0x34564A0ce29caaE66085F4D0b74389C0e1DF4694,bsc,STARSHIP,16,1000000000000,1000000000000,1,999856074544,99.98560745440001,99.98560745440001,False,False
0x346A7C1760Df41575F9e95aC18B82Bdb59b7B2B7,bsc,MNK,7,1000000000000,999775113323,3,999550226647,99.9550226647,99.97750627386067,False,False
0x34782a49402D407341F9D9F5159088371FA743dE,bsc,Squid Gamers,35,1000000000000000000000000000000000,999999999999999999651621539828809,5,836100236056362053953965663453184,83.6100236056362,83.6100236056362,False,False
0x349c90aeF9c60F082cd64F5DA3cB112429cfeF79,bsc,DeepSpace,91,5000000000000000000,4118785000000000074,1,3202003764990093264,64.04007529980187,77.74146416941144,True,False
0x34b778985CEC08b607aa8b1996d212e8f7380BA1,bsc,Save Luna,70,1000000000000000000000000000,993167644466156561426546688,4,980992898392437388786794496,98.09928983924374,98.77414994925017,False,False
0x35091e028A33CB4487F248F23940eaa404635E23,bsc,Eco Project,165,100000000000000000000,100000000000000000000,1,99999998206827926877,99.99999820682793,99.99999820682793,False,False
0x351c077c9488faB0aBeD24C6DcDE0f9C17ca1f21,bsc,SpaceAI,16,1000000000000000,1000000000000000,1,999754715823029,99.9754715823029,99.9754715823029,False,False
0x3528061e1DED301B5D58AED89806B36576a80d91,bsc,Filecash,2,1000000000000000,1000000000000002,1,1000000000000004,100.0000000000004,100.0000000000002,False,False
0x35cD61108546fFCBB896976954c1814Bb2C63b1D,bsc,LKCT COIN,28,10000000000000000000000000,10000000000000000275611742,3,9958407728308581547638784,99.58407728308582,99.58407728308582,False,False
0x35DC635a67DD868243b38A00c742CD31460AdB66,bsc,RealIce,32,1000000000000000000000,999981734391147017309,1,999792409584320004336,99.979240958432,99.98106717349769,False,False
0x35DEaa39E355abcC6a54457840DC8A7778512C19,bsc,BabyShibaInu,41,1000000000000000000000000,999999999999999987104256,4,943041573633472153518080,94.30415736334722,94.30415736334722,False,False
0x367AadC6DCa4D345eF469625dD1D0C2DEF90CfAf,bsc,CorionX,12,10000000000000000000000000,10000000000000000527897753,1,10000000000000001055625216,100.0,100.0,False,False
0x36A49E9DCDfEa8d6d5C1D9F7228FDCfb6E2bDA9b,bsc,KTAK,26,10000000000000000000000000,9999999999999999873905670,4,9977706846203297094696960,99.77706846203297,99.77706846203297,False,False
0x36Bd6B4A47C6bC017fAE9B85dfDfC5a939571861,bsc,HiCoin,30,1000000000000,1000000000000,1,995643720237,99.5643720237,99.5643720237,False,False
0x36c1C9447BFb572cBA6d2FADC7d0D10eC4339C19,bsc,Nest Protocol,56,1000000000000,1000000000000,1,997575724800,99.75757248000001,99.75757248000001,False,False
0x36c9143Edc3dE03062966e2aE9BB9D967Ee1E80f,bsc,AmmoCoin,200,1000000000000000000000000,543645776280087570514880,1,72614727331688489680896,7.261472733168849,13.356992825099631,True,True
0x36d8Ed52dE63CFb2ac1FA2021913ECCd1a8Df623,bsc,Bored Baby Apes,6,1000000000000000000,1000000000000000006,2,1000000000000000013,100.0,100.0,False,False
0x36f7DAa9B68fedA140fBD3f3BB2E2a6D24528958,bsc,AI Systems Token,60,100000000000000000000,100000000000000000000,1,99999952169839212008,99.99995216983922,99.99995216983922,False,False
0x371A2CEefc1F7C25533401887B39d94Bfaebe8b3,bsc,UNICE,130,10000000000000000000000000,12505000000000000223485632,1,14894942830737750621159424,148.9494283073775,119.1118978867473,False,False
0x37385E42790180EF497F5b60bEdEAfAE8961DE0F,bsc,LAF COIN,42,8000000000000000000000000,8000000000000000000000000,3,7981537909330223509815974,99.7692238666278,99.7692238666278,False,False
0x374b37A6458215B16767D4873AB6556939bC5dca,bsc,Nekro Pils,19,100000000000000000000,100000000000000000000,1,99999999997121256664,99.99999999712126,99.99999999712126,False,False
0x374E0142783b531ee61ff6650cdc286797ef22D7,bsc,FOREST,39,100000000000000,100000000000000,1,97283344191003,97.283344191003,97.283344191003,False,False
0x3774a365793143Cd0cE29175446B91c224060BeD,bsc,Open Finance Network,2,1000000000000000,999958997660008,1,999917995320017,99.9917995320017,99.99589959787481,False,False
0x378C4306281BfB03616e01E3b7192B252Bfbe364,bsc,NucleSwap,17,100000000000000000000,100000000000000000000,1,99999998268837173873,99.99999826883717,99.99999826883717,False,False
0x379f4d5eFa41641c7106cB4da7E632F8a4977A8b,bsc,Voodoo Dao,50,900000000000000000000000000,899999999999999994388152320,5,700344275141882693277450240,77.8160305713203,77.81603057132031,False,False
0x37c31d69eE469b555C71e089a1598BE5AeFB600b,bsc,KAR COIN,32,12000000000000000000000000,11999999999999999909815277,3,11999738566346928506339328,99.9978213862244,99.9978213862244,False,False
0x38166eb5662A56715a40Ab12cf0df4778282B147,bsc,Cracker,11,100000000000000000000000000,99955815946904103755782208,1,99911631893808207481972024,99.9116318938082,99.95579641596906,False,False
0x38265f4bd9AB11D2e8FCc1AE2a6f95fb7d329C39,bsc, Marvel Metaverse,11,1000000000000000000000000,796995516500849186879488,1,593969351672004711481344,59.39693516720047,74.52605935348092,True,False
0x38344377cde914f88342dEbdBD001fc7Bc7a6cF5,bsc,TXGPRO,32,1000000000000000000000000,1000000000000000009565936,5,878444248047807113461760,87.8444248047807,87.8444248047807,False,False
0x3848D219BDc2B483B6956a20Af3617573e05A926,bsc,YoloFinance,87,1000000000000000,1000000000000000,2,853042893942016,85.3042893942016,85.3042893942016,False,False
0x385a5BaA91362a285FC3e305d98D28fA4a708842,bsc,Line Blockchain,2,1000000000000000,1000000000000000,1,1000000000000001,100.00000000000011,100.00000000000011,False,False
0x3896688DD743362573c528737B5EDE3473AC499e,bsc,Cream Token,40,100000000000000,100000000000000,1,96055798832574,96.055798832574,96.055798832574,False,False
0x38A3F74Cec5F687b68630cbab99E74a5434726cb,bsc,PawsDynasty,15,1000000000000000000000000000,1000000000000000000000000000,1,999999519622692447724468760,99.99995196226924,99.99995196226924,False,False
0x38b7aCe161c671D23db55c77Ae97d117b46b990C,bsc,Stakkolnax,128,8000000000000000000000000,7999999999999999835746492,4,7098074456822304561168384,88.72593071027882,88.72593071027882,False,False
0x38D9B55d6813B58fE937EFB83114e65b78Ce358a,bsc,ORKX,117,7000000000000000000000000,6999999999999999782633090,3,6827052481853219837837312,97.52932116933172,97.52932116933172,False,False
0x393D1FBAe90989E2574b8aeC673853a63F81AE31,bsc,GANDALF,200,1000000000000000,960059968061351,2,739519013212659,73.9519013212659,77.02841882949976,False,False
0x3947cb8fd00C43d7B82cbc7ef832e443768B80f3,bsc,FLOKI DOGE,9,1000000000000000,978704205787425,1,957408411574851,95.74084115748511,97.82408269151757,False,False
0x39539EEd9497e7dDE6859B59AF033222B0c7f1b8,bsc,SMARTMETA CO,20,7000000000000000000000000,6999999999999999979908754,9,6931371420361904925704192,99.01959171945578,99.01959171945578,False,False
0x39561b76E8Efb78d4e129BA838fb03F86d8951E2,bsc,GoldenShiba,200,100000000000000000000000,69772567746684233828544,1,36014668660401626644480,36.014668660401625,51.61723270835641,True,True
0x397C5A16F76FcB7aAC33c614A4D68EEE109ED6b0,bsc,Shield Protocol,10,1000000000000000,1000000000000000,1,1000000000000000,100.0,100.0,False,False
0x397F51B01806DC054cECB5Ffd6B340F39A23d176,bsc,Cat Bit,2,1000000000000000,1000000000000001,1,1000000000000003,100.00000000000031,100.0000000000002,False,False
0x39837c1ecc9e70b3632745775fF988D588e2A8f9,bsc,MCNCOIN,33,10000000000000000000000000,10000000000000000013508288,6,8551116653018234853785600,85.51116653018235,85.51116653018235,False,False
0x399e433Effa96634813e2Ff22B50A5d591F8998f,bsc,SaintGains,200,1000000000000000000000000,594951659532040658182144,1,150967388427361573404672,15.096738842736157,25.37473188092374,True,True
0x39B2603DEe0E5A620d84B7cd2D5A62aCC342b9bd,bsc,Regina Moon,200,1000000000000000000000000000,717329015887465884122349568,1,414523067379144367408152576,41.452306737914434,57.78702076707496,True,True
0x39db1F8B183C1396b0FE3F666DCa05ceF3938BD6,bsc,KOSMOSX,81,12000000000000000000000000,11999999999999999715751959,4,11477542030572540143861760,95.6461835881045,95.6461835881045,False,False
0x39dbDdA10b807893365b0441bF81bFC73f086211,bsc,BUCX,136,6000000000000000000000000,5989364725227196036118578,3,5659343141414448687742976,94.32238569024081,94.48987331790471,False,False
0x39F51bE47C9Ea5a81f98F12296b328cBF1CC76d6,bsc,BitTube,2,1000000000000000,1000000000000001,1,1000000000000003,100.00000000000031,100.0000000000002,False,False
0x3A22a40E596013b742DFFa7374318Fa8E0Df10CA,bsc,TVS COIN,31,10000000000000000000000000,10000000000000000000000000,3,9952789325894133013485807,99.52789325894133,99.52789325894133,False,False
0x3a2Eb078242F8d9C85707a0f4401420Bfd785185,bsc,Soleno,22,1000000000000000000,1000000000000000037,2,999897398148646541,99.98973981486465,99.98973981486465,False,False
0x3A3407BC50113f41C204959dfFdc1E23Eb4c2D33,bsc,Pengu,57,6969696969000000000000000000,6969696968999999957592309760,5,5070979274145128258841083904,72.75752872327107,72.75752872327107,False,False
0x3A5F456E18Ed6BA376ae3b62821e2EC5ECbD22C9,bsc,Mytheria,2,1000000000000000,1000000000000002,1,1000000000000004,100.0000000000004,100.0000000000002,False,False
0x3a879bbA3bCDE3A4A0f0C150ea2D2b280F029397,bsc,GemHalla,29,1000000000000000000000000000,999999999999999988904526327,1,999982340201534790405455872,99.99823402015348,99.99823402015348,False,False
0x3A88c6443181298DE0eBBabBc00F127F405f9CA6,bsc,HyperApe,200,1000000000000000000000000000000000,527716450863908319750672078602240,0,42503290832240476202011356823552,4.250329083224048,8.05419098886526,True,True
0x3Ac6F6b3D96933Bf21B0189113Dc65AeC6Cec881,bsc,MARSLAUNCHER,200,100000000000000000,60274258496986527,1,16323938118386854,16.323938118386856,27.08276887255774,True,True
0x3ae197a10678DB3d0aB991b68e0f6Ceff7028b42,bsc,Fincut Solutions,37,10000000000000,10000000000000,1,9949767945485,99.49767945485,99.49767945485,False,False
0x3B129Ea1eBf78478DE8D7AAc9cC67aBEABA0E216,bsc,GemNanoHunt,73,100000000000000000000,100000000000000003205,1,99998855390175244361,99.99885539017525,99.99885539017525,False,False
0x3B3691d4C3EC75660f203F41adC6296a494404d0,bsc,Catcoin,200,1000000000000000,836030028816705,1,519732486354129,51.97324863541291,62.16672469166505,True,True
0x3B37A9caF74ead14E521D46AF0bF00737d827828,eth,History of Pepe,200,1000000000000000000000000000,1000000000.0,200,298136471924770012936536064,29.813647192477,2.9813647192477e+19,True,False
0x3BB55Ba11f1A220c7C1e15b56E6cF9c69519c50F,bsc,King Dog Inu,200,1000000000000000000,923460427575660994,2,724016317241928214,72.40163172419281,78.40252766896263,False,False
0x3bcBc2231d208d7063B8E8aB370008D925FA2e10,bsc,BRJ,28,10000000000000000000000000,9999999999999999789774452,3,9979906398193559273472000,99.79906398193559,99.7990639819356,False,False
0x3bE0E6C627AA5bB917D7251011b6160aCDa844D8,bsc,Detsala,144,5000000000000000000000000,4999090785003847862137133,3,4202431175964925081157632,84.0486235192985,84.06390995281136,False,False
0x3C371aeC5A9b92954261c1307fD1819C32f12fa6,bsc,HUMANOID AI,44,100000000000000000000000000,99999999999999998998625152,3,84838069782042152016019456,84.83806978204214,84.83806978204215,False,False
0x3C3a8a835d72a3f3ad287Dd80FCA932eF557372b,bsc,MOPS INU,168,1000000000000000000000000000000000,999999999999999665420105517730883,1,825409753444757725637432347459584,82.54097534447578,82.5409753444758,False,False
0x3C3DCc5349ff730a00a518709696EC31A4201A4A,bsc,Thtr,21,1000000000000000000000,1000000000000000000000,3,993322399135916417140,99.33223991359165,99.33223991359165,False,False
0x3c9C304Ba66A1deB6BE797F8660Ba6683BBd0Cdc,bsc,Orbit Bank,41,100000000000000,100000000000000,3,93397795417124,93.397795417124,93.397795417124,False,False
0x3cc5FaFfc492429592e6AF3D2C0e54e4FD5509b7,bsc,GRAPE APE,18,1000000000000000000000000,593834332505223840058221,1,187666319946278889582592,18.76663199462789,31.60247053324894,True,True
0x3Cd0b1C6A96fa96D1b31De5F9FF8C39a4218140E,bsc,Chirpley,2,1000000000000000,1000000000000002,1,1000000000000004,100.0000000000004,100.0000000000002,False,False
0x3d117Fe53D9f5bfEe61Aa321C068010e340D196b,bsc,DogeKing,36,1000000000000000000000000,594699552949065903828032,2,186022672446265481756672,18.602267244626546,31.280109682913736,True,True
0x3d33132d0bc35467eF332C1d83614B7fe7cc3B6D,bsc,STU COIN,21,14000000000000000000000000,14000000000000000217965120,3,13997090180777823252250624,99.97921557698444,99.97921557698444,False,False
0x3D42bc89fA3b1E23338671E4d5834551a8A9dA16,bsc,Tige Inu,33,50000000000000000000000000,50000000000000000061677568,5,43898739327578451975602176,87.79747865515691,87.79747865515691,False,False
0x3D55136F3EF23876B7Cf297B4d9a64Da96a2676a,bsc,Baby Bitcoin,22,20971520000000000000000000,20971519999999999472579928,4,20942467360687826280644608,99.86146622032082,99.86146622032082,False,False
0x3DD6B1a234e68102F01E0d6Ae17C9e0301c29724,bsc,Konferta,75,12000000000000000000000000,11999999999999999698247868,2,11517221304225156082696192,95.9768442018763,95.9768442018763,False,False
0x3Df45Ba51202C1a94566D65977552725213c7846,bsc,SafeShiba,44,1000000000000,1000000000000,6,817091829513,81.7091829513,81.7091829513,False,False
0x3e0b5807515756635c6347CDeeBF95946E604BCF,bsc,Facebook Metaverse,200,1000000000000000000000000,617851912582086172770304,0,77683153557823644762112,7.768315355782364,12.573102385193776,True,True
0x3e0D23f52ddFBaA0687eFd9A4488E98CD7EEe3dF,bsc,Web3Tools,2,1000000000000000,970281038958249,1,940562077916499,94.05620779164991,96.93707700671364,False,False
0x3E2301Cdb1359647bBaa885bfedA0137d1C29eb8,bsc,Choco Doge,37,1000000000000000000000000000000,958608545119546795609091724727,2,916817185106074605033747518926,91.68171851060745,95.64041440833803,False,False
0x3E28A55e76754f4f2C492933a2bc0188F1Ca7765,bsc,PGT COIN,20,10000000000000000000000000,10000000000000000000000000,3,9996395063212432959815562,99.96395063212434,99.96395063212434,False,False
0x3E362283B86C1b45097CC3FB02213b79CF6211Df,bsc,CATCOIN,200,100000000000000000000000000,95001401996320061436985344,1,37105525863625344723976192,37.105525863625346,39.05787186705166,True,True
0x3e687568b2984FCa0e3a71C1D7A07901f7362b23,bsc,LEGALIZE,200,1000000000000000000000000,651591333001854652399616,1,260017493831193181290496,26.001749383119314,39.90499576372559,True,True
0x3E7bfb1971EF2A344BFB23B56E43e0621dcBC3E9,bsc,LittleteoBSC,126,1000000000000000000000000000000000,981050098045407157067681116642342,1,957978295761307588595096289879530,95.79782957613075,97.64825442349309,False,False
0x3E9712fb52efeeCB4De757789ff1F608c892eD6F,bsc,Melanoid,18,1000000000000000000000000000,1000000000000000000000000000,1,999999291753848450882377173,99.99992917538485,99.99992917538485,False,False
0x3Ee0Fe3a9A3a3ED690C5Ae779D6b4BdD4AfD8554,bsc,SEIKO FINANCE,22,500000000000000000000000,499999999999999994973517,7,494086352803327723438080,98.81727056066555,98.81727056066555,False,False
0x3f30b6169B2178fA205A7a77E8823D2B359E7224,bsc,Dentrocoin,200,1333908303675293483418478820737,1331124976451652768107928805056,4,965313751191582317153416642560,72.36732454036539,72.51864162032295,False,False
0x3f32c703352f7af052fb04c8a57845C3E70b8b61,bsc,Vatixlema,172,11000000000000000000000000,10999999999999999880231855,4,10342875149600853223014400,94.02613772364413,94.02613772364413,False,False
0x3F4C0409645C71d06Ca3CE1c580F55B41d6b08e4,bsc,Monolith,2,1000000000000000,982671152949399,1,965342305898798,96.5342305898798,98.23655685845767,False,False
0x3F54E83281C3b89bA9c401A85096ad9bc39045ca,bsc,LEGO FLY,14,4000000000000000000000000000,4000000000000000066454765568,2,3997121550922499091668664320,99.92803877306248,99.92803877306248,False,False
0x3F8470484286715537Af24EB5362AEEEFd58606f,bsc,Shiba Akita,200,1000000000000000000000000000000,966601723437246605061649334272,1,801061815130728689940968767488,80.10618151307287,82.8740313313475,False,False
0x3f8f1B9Ff0120254Aba409b8F2151374341F9177,bsc,Finxflo,2,1000000000000000,980256918268193,1,960513836536387,96.0513836536387,97.98592783546115,False,False
0x3ff9c027DFd25DC3c0ae25d9e152965f13a4d2c2,bsc,DeepOnion,13,10000000000000000,10000000000000000,1,9999674275551955,99.99674275551955,99.99674275551955,False,False
0x4002999F92C5bD3c5e89D0682217455b95C15a5B,bsc,Saphire Gem,73,100000000000000000000,100000000000000000000,1,99999993088430097506,99.99999308843009,99.99999308843009,False,False
0x401B1a658379BC8980cE0e30Ace312f49148A550,bsc,AUROX,50,1000000000000,1000000000000,1,996601159805,99.6601159805,99.6601159805,False,False
0x402f4DcFf8d01d42eF4343b392D1454A7F58b4c6,bsc,IMMUTABLEZ,32,728000000000000000000000000,727999999999999987900338176,4,630093145586090322824265728,86.5512562618256,86.5512562618256,False,False
0x405cFf4cE041d3235E8b1f7AaA4E458998A47363,bsc,Valkyrio Token,200,100000000000000000000000000,97817546747704711938310144,3,89957072773567838890754048,89.95707277356783,91.96414729720124,False,False
0x4070A2a466B8B89a6e4DEeceaA5A806F3eF646d0,bsc,TARU COIN,31,12000000000000000000000000,11999999999999999911120412,3,11998211260538170489176064,99.98509383781808,99.98509383781808,False,False
0x40965ffd3DBCe3965b396EB7F957e0305C0c436A,bsc,El Rey Bob,7,100000000000000000000000000000,99999999999999997432146427904,1,99999999999999994864292855808,100.0,100.0,False,False
0x409C1736a311ed0AA2355ae8A304218F2a5F13fF,bsc,Goldilock Protocol,2,1000000000000000,1000000000000001,1,1000000000000002,100.0000000000002,100.00000000000011,False,False
0x40DF271Bf6Ec9852b22A25dC108EF5D48F0cBA5E,bsc,UdderExplosion,200,1000000000000000000000000,635389380710319671531520,2,221184312101748837449728,22.118431210174883,34.810829204366094,True,True
0x40EBcfFEAD55A70012E22FE6962cE3914ADabd4F,bsc,TNC Group Token,43,100000000000000,100000000000000,1,99888357445114,99.888357445114,99.888357445114,False,False
0x4173F653F0a315829402B60d7142959424873C6C,bsc,EtherGem,2,1000000000000000,1000000000000002,1,1000000000000005,100.00000000000051,100.00000000000031,False,False
0x419a893da0DFEeA83B556Cdce74804D51a5F8e37,bsc,MaticDragon,83,1000000000000000000000,977241742547036343700,3,946257341509228174336,94.62573415092281,96.82940262487642,False,False
0x41A166EBc24ffa2CeAFDC5c61b679fFcE33c8145,bsc,Quiz Arena,67,500000000000000000000000000,265874668404359040830561818,1,31739745557439612780626291,6.347949111487923,11.937859950301018,True,True
0x41B72f4685B28018A551E53e8E3027281d039568,bsc,OilPump,46,1000000000000000000000,999878527076963338374,2,997806173905743411712,99.78061739057435,99.79273950634001,False,False
0x4205DA9B3B60956a0F659593c26Bd239344528D3,bsc,Klayton Tech,2,1000000000000000,1000000000000000,1,1000000000000001,100.00000000000011,100.00000000000011,False,False
0x4240bA208d217DF1E0a805B92C24023243F7DE9f,bsc,Chat AI Token,2,1000000000000000,1000000000000000,1,1000000000000001,100.00000000000011,100.00000000000011,False,False
0x425AE238Bf1aD068cB9BF7dBd7F4e6E72573C2bc,bsc,SF Capital,2,1000000000000000,1000000707326754,1,1000001414653509,100.00014146535091,100.00007073262547,False,False
0x4282df3bAD2e3220C40D39E938Bf3e09D2C63bf7,bsc,SomersBerry,9,1000000000000000000000000000,1000000000000000000000000000,1,1000000000000000000000000000,100.0,100.0,False,False
0x42f04726134f3358faA47b756ff1ac80fEBfD62d,bsc,BALKEN,18,100000000,100000000,2,99950427,99.95042699999999,99.95042699999999,False,False
0x42ff8465cf0b64793D6b6673DB9E39dBA8325D11,bsc,MetaCZ,88,1000000000000000000000,1000000000000000000191,5,981073731941315565568,98.10737319413155,98.10737319413155,False,False
0x43032B361C6fEC57de5c596f540f64108E4C4D16,bsc,Cellula,45,100000000000000000000000000,99999999999999996585972704,2,97314743771722027450236928,97.31474377172202,97.31474377172204,False,False
0x4317708Ad04D36AFDB0E7A5d62154D896B01b392,bsc,FLOKIFOMO,131,1000000000000000000000000,675557679466883950431660,1,351032340888678854076248,35.103234088867886,51.96186077933358,True,True
0x431bbc0c2454700f0779aa28e5ff160C47759Ea7,bsc,MOONALISA,73,1000000000000000000000000,653912272386204852509208,1,279499151209499863810048,27.949915120949985,42.74260677041183,True,True
0x431FA8a7970dfD33F09FfC4E28BE7736601d6A1b,bsc,Kashima Inu,200,92674123103285392600556966,63084306739630940281025235,1,26299980447146526193483776,28.378990344300508,41.69021077729353,True,True
0x432816541cB221283D33363EB1420D6a88195859,bsc,dopeAF,131,1000000000000000000000000,939439303564631367115994,2,878470239116638355202223,87.84702391166384,93.51005815738702,False,False
0x433fCBeD0BA893E9a54557B4e38b24346968EEef,bsc,The Animal Farm,25,1000000000000000000000000000000000,1000000000000000000000000000000000,6,914234671289777028944859266185150,91.42346712897769,91.42346712897769,False,False
0x4348950B8C0eD1D926894660318EfD8c8ceAa32A,bsc,KodiCoin,85,1000000000000000000000,999936030898999899677,1,993917953624047964160,99.3917953624048,99.39815377294272,False,False
0x435E2F9B783Cb75fa19996f1e73bd1e23D64D37C,bsc,MATIC LABS,24,3200000000000000000000000,3199999999999999982378189,5,2826805706557417412624384,88.33767832991929,88.33767832991929,False,False
0x4397767F5Bbb04C3922608d3ACc4635aE8F3897f,bsc,YTS COIN,20,10000000000000000000000000,9999999999999999858536586,3,9991260510371756495601664,99.91260510371757,99.91260510371757,False,False
0x43aF0aD5248Fb22FB194d2C4c46C5487CD01C0e4,bsc,SLOK,89,8000000000000000000000000,7999999999296312492868106,3,7933237372858526219632640,99.16546716073158,99.16546716945427,False,False
0x43c2f1b3337e3bDe54664F8b5acE8a4a5072F37D,bsc,Athena DexFi,36,20971520000000000000000000,20971520000000000305983440,5,19561260595325828960616448,93.27535913145938,93.27535913145937,False,False
0x43Cae67cC1b716d139384C6C917dD6E8d6cB5f59,bsc,FIRST TOKEN,41,100000000000000000000,100000000000000000000,1,99999995941283732491,99.99999594128374,99.99999594128374,False,False
0x43e2De970C0D69f809370C5B71b9587B3f23E4E3,bsc,RafaleToken,200,100000000000000000000000,88925327587291936062382,2,72726021329078088237056,72.72602132907808,81.78324815018298,False,False
0x43E8Da8586A65cb05A5f117189e73Fa0205d2c6D,bsc,Swarm,2,1000000000000000,970964713466195,1,941929426932391,94.1929426932391,97.00964554827615,False,False
0x43efe3c8818b0E9AC6EfE0356E11e938C54aFe0f,bsc,SatelLiteFlux,20,1000000000000000000000000000,1000000000000000006994876295,1,999999207149287193912279040,99.99992071492872,99.99992071492872,False,False
0x440FA515BcEa134B863d49DE3b263361E8864d5B,bsc,MetalDoge,25,1000000000000000000000000,1000000000000000012073832,2,939619273971329851719680,93.96192739713298,93.96192739713298,False,False
0x44Af20c64A83CDef74AbafE7E977591Be0379e7E,bsc,Morrys Qav,78,100000000000000000000,100000000000000000000,1,99999996144979925131,99.99999614497993,99.99999614497993,False,False
0x44b09BA5aC176f29e3cc4e4ea08798b3EE987a07,bsc,Stralandaste,116,11000000000000000000000000,11000000000000000017124854,4,10557913063516339129286656,95.98102785014854,95.98102785014854,False,False
0x44B2966F11Fa1D94046633a84BEc2BC5f09913e6,bsc,LerFolton,18,100000000000000000000,99999999999999999469,1,99999999914509514909,99.99999991450952,99.99999991450952,False,False
0x44Bd3Be114B8282FC9D1D12B7C43500211bbad3f,bsc,dangerMoon,4,10000000000000000000000000,10000000000000000235146419,1,10000000000000000470292838,100.0,100.0,False,False
